trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
16,False,"{'a': 0.5, 'e': 0.8514577710948755}",30,8,-32.0028811569669,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 0}",1
17,False,"{'a': 0.5, 'e': 0.8429431933839268}",20,0,4.50960346879039,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.8345137614500875}",25,0,-121.95096077712498,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
19,False,"{'a': 0.5, 'e': 0.8261686238355866}",35,0,-197.71095513427937,"{0: 21, 1: 3, 2: 7, 3: 1, 4: 3}",0
20,False,"{'a': 0.5, 'e': 0.8179069375972308}",35,0,-92.90014982349466,"{0: 25, 1: 2, 2: 7, 3: 0, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.8097278682212584}",20,0,-62.007022659025004,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.8016305895390459}",25,20,8.662387241902486,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,False,"{'a': 0.5, 'e': 0.7936142836436554}",25,0,-106.09630966065141,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
24,False,"{'a': 0.5, 'e': 0.7856781408072188}",30,13,-24.370532607745595,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
25,False,"{'a': 0.5, 'e': 0.7778213593991467}",20,0,-200.53579691680028,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 5}",0
26,False,"{'a': 0.5, 'e': 0.7700431458051551}",25,0,-147.48838330164466,"{0: 10, 1: 4, 2: 10, 3: 0, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.7623427143471035}",20,0,-44.76472698121272,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
28,False,"{'a': 0.5, 'e': 0.7547192872036326}",25,13,-27.059380517222397,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.7471720943315961}",20,0,-130.92347349732722,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.7397003733882802}",20,0,-36.04504364390131,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.7323033696543975}",20,11,-33.15074468339137,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
32,False,"{'a': 0.5, 'e': 0.7249803359578534}",35,0,-186.77404592116858,"{0: 24, 1: 0, 2: 7, 3: 1, 4: 3}",0
33,False,"{'a': 0.5, 'e': 0.7177305325982749}",25,0,-13.099887794177464,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
34,False,"{'a': 0.5, 'e': 0.7105532272722921}",25,0,-198.3163559152636,"{0: 14, 1: 1, 2: 5, 3: 2, 4: 3}",0
35,False,"{'a': 0.5, 'e': 0.7034476949995692}",20,0,-65.64530925778392,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.6964132180495735}",20,0,-6.077238708125263,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
37,False,"{'a': 0.5, 'e': 0.6894490858690777}",20,0,-71.69099883374219,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.682554595010387}",30,0,-79.59951382269182,"{0: 21, 1: 2, 2: 5, 3: 2, 4: 0}",0
39,False,"{'a': 0.5, 'e': 0.6757290490602831}",20,0,-79.28436346863927,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.6689717585696803}",25,0,-88.51463876888566,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
41,False,"{'a': 0.5, 'e': 0.6622820409839835}",20,0,-83.2979827264258,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.6556592205741436}",25,6,-140.6729500141022,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 3}",1
43,False,"{'a': 0.5, 'e': 0.6491026283684022}",20,9,2.0543618007110114,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.6426116020847181}",20,0,-118.07215176860952,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
45,False,"{'a': 0.5, 'e': 0.6361854860638709}",25,0,-57.92592710501384,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.6298236312032323}",25,0,-52.2997044506665,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.6235253948912}",20,0,-83.1492325667279,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
48,False,"{'a': 0.5, 'e': 0.617290140942288}",20,0,-35.72595552231647,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.611117239532865}",25,5,-61.53293672645691,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
50,False,"{'a': 0.5, 'e': 0.6050060671375364}",20,14,11.531419677473497,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.598956006466161}",20,0,-39.46610394899388,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
52,False,"{'a': 0.5, 'e': 0.5929664464014994}",25,6,-37.700101420258875,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
53,False,"{'a': 0.5, 'e': 0.5870367819374844}",20,0,-53.02808310756508,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.5811664141181095}",20,0,-24.4837417747603,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
55,False,"{'a': 0.5, 'e': 0.5753547499769285}",25,0,-82.90323882659482,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
56,False,"{'a': 0.5, 'e': 0.5696012024771592}",20,2,-81.06527076354922,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 1}",1
